species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:The ecology of the salt-marsh harvest mouse (Reithrodontomys raviventris) in a diked salt marshAuthor(s)Geissel, Wolfgang, Howard Shellhammer and H. Thomas HarveyPages696-703YearFriday, January 1, 1988 - 12:00Volume69",,1300,,Female,Adult,4,"New Chicago Marsh, San Francisco Bay National Wildlife Refuge",Exposure Factor Datasets,,,23,Home Range,m2,,,,,The ecology of the salt-marsh harvest mouse (Reithrodontomys raviventris) in a diked salt marsh,"Geissel, Wolfgang, Howard Shellhammer, H. Thomas HarveyPages696-703",,69,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Extra-large body size in California voles: causes and fitness consequencesAuthor(s)Lidicker, William Z., and Richard S. OstfieldPages108-121YearTuesday, January 1, 1991 - 12:00Volume61",,17,,Female,Adult,Not Reported,"Brooks Island, San Francisco Bay",Exposure Factor Datasets,Contra Costa,,23,Age at Sexual Maturity,d,,,,,Extra-large body size in California voles: causes and fitness consequences,"Lidicker, William Z.,, Richard S. OstfieldPages108-121",,61,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Nutritional ecology of the California vole: Effects of food quality on reproductionAuthor(s)Batzli, George O.Pages406-412YearWednesday, January 1, 1986 - 12:00Issue2Volume67",,3,,Both Male and Female,Adult,24,,Exposure Factor Datasets,,,23,Duration of Incubation or Gestation,wks,,,subadult,Laboratory,Nutritional ecology of the California vole: Effects of food quality on reproduction,"Batzli, George O.Pages406-412",2,67,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Condition and diet of  cycling populations of the California Vole, Microtus californicusAuthor(s)Batzli, George O. and Frank A PitelkaPages141-163YearFriday, January 1, 1971 - 12:00Issue1Volume52",,3.6,mean; dry season,Female,Adult,5,Richmond Field Station,Exposure Factor Datasets,Contra Costa,,23,Clutch or Litter Size,pups/litter,,0.7 (95%CI),,,"Condition and diet of  cycling populations of the California Vole, Microtus californicus","Batzli, George O., Frank A PitelkaPages141-163",1,52,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,1,1,,"Author(s)Flake, Lester D.",1973,"Citation:Condition and diet of  cycling populations of the California Vole, Microtus californicusAuthor(s)Batzli, George O. and Frank A PitelkaPages141-163YearFriday, January 1, 1971 - 12:00Issue1Volume52",,,,Female,Both Adults and Juveniles,,Richmond Field Station and Russel Reservation,Exposure Factor Datasets,Contra Costa,,23,Body Weight - Mean,g,,,subadult,,"Condition and diet of  cycling populations of the California Vole, Microtus californicus","Batzli, George O., Frank A PitelkaPages141-163",1,52,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Nutritional ecology of microtine rodents: digestibility of forageAuthor(s)Batzli, G. O., and F. Russell ColePages740-750YearMonday, January 1, 1979 - 12:00Issue4Volume60",,897,ingested energy; fed rabbit pellets for 21 d,Not Reported,,5,,Exposure Factor Datasets,,,23,Food Ingestion Rate,cal/g/d,,28 SE,28 d or older,Laboratory,Nutritional ecology of microtine rodents: digestibility of forage,"Batzli, G. O.,, F. Russell ColePages740-750",4,60,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:The demography of low-litter size populations of Microtus californicusAuthor(s)Krohne, David T.Pages368-374YearFriday, January 1, 1982 - 12:00Volume60",,see citation,figure of seasonal changes in weight,Male,Adult,Not Reported,Sea Ranch,Exposure Factor Datasets,Sonoma,,23,Body Weight - Mean,g,,,,,The demography of low-litter size populations of Microtus californicus,"Krohne, David T.Pages368-374",,60,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Dispersion patterns of mice in California annual grasslandAuthor(s)Batzli, George O.Pages239-250YearMonday, January 1, 1968 - 12:00Volume49",,see citation,figure of seasonal changes in density,Not Reported,Not Reported,Not Reported,Grass Valley Regional Park,Exposure Factor Datasets,Alameda,,23,Population Density,#/acre,,,,,Dispersion patterns of mice in California annual grassland,"Batzli, George O.Pages239-250",,49,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Abundance and dispersion of leporids within a shortgrass ecosystemAuthor(s)Flinders, Jerran T. and Richard M. HansenPages287-291YearMonday, January 1, 1973 - 12:00Volume54",,6.6,,Not Reported,Not Reported,31,Pawnee National Grasslands,Exposure Factor Datasets,,,23,Population Density,#/mi2,,5.4 - 7.8 (95% CL),,,Abundance and dispersion of leporids within a shortgrass ecosystem,"Flinders, Jerran T., Richard M. HansenPages287-291",,54,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Movement patterns of brush rabbits in northwestern CaliforniaAuthor(s)Shields, Paul W.Pages381-386YearFriday, January 1, 1960 - 12:00Volume24",,278,mean range diameter,Male,Adult,32,Humboldt Bay,Exposure Factor Datasets,Humboldt,,23,Home Range,ft,,,,,Movement patterns of brush rabbits in northwestern California,"Shields, Paul W.Pages381-386",,24,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Ecology of the desert kit fox, Vulpes macrotis arsipus, in the Mojave Desert of southern CaliforniaAuthor(s)O'Farrell, Thomas P. and Larry GilbertsonPages1-15YearWednesday, January 1, 1986 - 12:00Issue1Volume85",,10.2,measured from time of capture to time of last capture or radio-telemetry location,Both Male and Female,Adult,6 foxes,Rand Open Area and Desert Tortoise Research Natural Area,Exposure Factor Datasets,Kern,,23,Longevity,mo,,0.8 SE,,,"Ecology of the desert kit fox, Vulpes macrotis arsipus, in the Mojave Desert of southern California","O'Farrell, Thomas P., Larry GilbertsonPages1-15",1,85,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Life history of the San Joaquin kit foxAuthor(s)Morrell, StephenPages162-174YearSaturday, January 1, 1972 - 12:00Issue3Volume58",,,range of monthly averages (Jan.-Dec.),Female,Adult,1-5 foxes/month,Buena Vista Valley,Exposure Factor Datasets,Kern,,23,Body Weight - Mean,lbs,,,,,Life history of the San Joaquin kit fox,"Morrell, StephenPages162-174",3,58,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Reproduction and spacing patterns of kit foxes relative to changing prey availabilityAuthor(s)White, Patrick J. and Katherine RallsPages861-867YearFriday, January 1, 1993 - 12:00Issue4Volume57",,,minimum densities of foxes in study area over three years,Both Male and Female,Adult,15-22 foxes/year,Carrizo Plain Natural Area,Exposure Factor Datasets,San Luis Obispo,,23,Population Density,fox /4.1 km2 - 1 fox / 6.5 km2,,,,,Reproduction and spacing patterns of kit foxes relative to changing prey availability,"White, Patrick J., Katherine RallsPages861-867",4,57,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Factors regulating kit fox populationsAuthor(s)White, P.J. and Robert A. GarrottPages1982-1988YearWednesday, January 1, 1997 - 12:00Volume75",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,,23,Population Density,#/km2,,,,,Factors regulating kit fox populations,"White, P.J., Robert A. GarrottPages1982-1988",,75,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Abundance, distribution, and behavior of the southern sea otter (Enydra lutris nereis) in a California estuaryAuthor(s)Feinholz, Daniela M.Pages105-116YearThursday, January 1, 1998 - 12:00Volume24.2",,,range of densities for entire study area for 2 yrs,Both Male and Female,Both Adults and Juveniles,Not Reported,Elkhorn Slough,Exposure Factor Datasets,,,23,Population Density,#/km2,,,,,"Abundance, distribution, and behavior of the southern sea otter (Enydra lutris nereis) in a California estuary","Feinholz, Daniela M.Pages105-116",,24,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:The effect of extra food on small rodents populations: deer mice (Peromyscus maniculatus)Author(s)Taitt, M.J.Pages111-124YearThursday, January 1, 1981 - 12:00Volume50",,1615,elliptical home range based on distribution of capture points,Female,Both Adults and Juveniles,Not Reported,"Douglas fir forest, Vancouver",Exposure Factor Datasets,,CANADA,23,Home Range,m2,,,,,The effect of extra food on small rodents populations: deer mice (Peromyscus maniculatus),"Taitt, M.J.Pages111-124",,50,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Energetics of the prairie deer mouse Peromyscus maniculatus bairdiiAuthor(s)Morris, John G. and S. Charles KendeighPages368-76YearThursday, January 1, 1981 - 12:00Issue2Volume105",,0.9,productive energy in captive animals at 0 C,Both Male and Female,Adult,Not Reported,,Exposure Factor Datasets,,,23,Metabolic Rate,kcal/animal/d,,,,Laboratory,Energetics of the prairie deer mouse Peromyscus maniculatus bairdii,"Morris, John G., S. Charles KendeighPages368-76",2,105,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Seed preferences in wild caught Peromyscus maniculatus bairdii and Peromyscus leucopus noveboracensisAuthor(s)Drickamer, Lee C.Pages191-194YearThursday, January 1, 1970 - 12:00Volume51",,14.78,,Both Male and Female,Adult,30,,Exposure Factor Datasets,,,23,Body Weight - Mean,g,,0.6 SE,,Laboratory,Seed preferences in wild caught Peromyscus maniculatus bairdii and Peromyscus leucopus noveboracensis,"Drickamer, Lee C.Pages191-194",,51,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Attempts to breed cottontail rabbits in captivityAuthor(s)Dice, L. R.Pages225-229YearTuesday, January 1, 1929 - 12:00Volume10",,28,,Both Male and Female,Adult,3 litters,"captured in Rago, Kansas",Exposure Factor Datasets,,,23,Duration of Incubation or Gestation,d,,,,Laboratory,Attempts to breed cottontail rabbits in captivity,"Dice, L. R.Pages225-229",,10,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Demographic and life cycle characteristics of montane deer miceAuthor(s)Millar, John S. and Duncan G. InnesPages574-585YearSaturday, January 1, 1983 - 12:00Issue3Volume61",,31.46,,Female,Adult,44,"captured at Kananaskis Valley, Alberta [lat., 51 N]",Exposure Factor Datasets,,,23,Body Weight - Mean,g,breeding,0.43 SE,,Laboratory,Demographic and life cycle characteristics of montane deer mice,"Millar, John S., Duncan G. InnesPages574-585",3,61,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,1,1,,"Author(s)Flake, Lester D.",1973,"Citation:Demographic and life cycle characteristics of montane deer miceAuthor(s)Millar, John S. and Duncan G. InnesPages574-585YearSaturday, January 1, 1983 - 12:00Issue3Volume61",,37,average over-winter survival,Both Male and Female,Juvenile,64,"Kananaskis Valley, Alberta [lat., 51 N]",Exposure Factor Datasets,,CANADA,23,Survival/ Mortality,%,,,"""young of the yr""",,Demographic and life cycle characteristics of montane deer mice,"Millar, John S., Duncan G. InnesPages574-585",3,61,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Growth of seasonal generations in three natural populations of PeromyscusAuthor(s)Gyug, Les W., and John S. MillarPages510-514YearThursday, January 1, 1981 - 12:00Issue3Volume59",,see citation,figures of weight versus age (20-90d),Male,Both Adults and Juveniles,90 - 363,"Heart Lake Biological Station, Northwest Territories and Pinawa, Manitoba",Exposure Factor Datasets,,CANADA,23,Growth Rate,,,,20 - 90 d,,Growth of seasonal generations in three natural populations of Peromyscus,"Gyug, Les W.,, John S. MillarPages510-514",3,59,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Seasonal activity and feeding patterns in a population of deer mice (Peromyscus maniculatus gambelii)Author(s)Seabloom, Robert W., Robert G. Schwab and Susan C. LoebPages2238-2243YearSaturday, January 1, 1994 - 12:00Volume72",,0.28,mean dry stomach content mass,Female,Juvenile,38,Tule Lake National Wildlife Refuge (1230 m),Exposure Factor Datasets,Siskiyou,,23,Food Ingestion Rate,g,,0.05 SE,,,Seasonal activity and feeding patterns in a population of deer mice (Peromyscus maniculatus gambelii),"Seabloom, Robert W., Robert G. Schwab, Susan C. LoebPages2238-2243",,72,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Growth in two subspecies of Peromyscus maniculatusAuthor(s)Drickamer, Lee C. and Joan BernsteinPages228-231YearSaturday, January 1, 1972 - 12:00Issue1Volume53",,21.2,,Both Male and Female,Juvenile,93,captured in Mexico,Exposure Factor Datasets,,,23,Body Weight - Mean,g,,,63 d,Laboratory,Growth in two subspecies of Peromyscus maniculatus,"Drickamer, Lee C., Joan BernsteinPages228-231",1,53,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Life cycle characteristics of Peromyscus maniculatus nebrascensisAuthor(s)Millar, John S.Pages1280-1284YearTuesday, January 1, 1985 - 12:00Volume63",,0.95,mean growth,Not Reported,Juvenile,156,,Exposure Factor Datasets,,,23,Growth Rate,g/d,,,18-21 d,Laboratory,Life cycle characteristics of Peromyscus maniculatus nebrascensis,"Millar, John S.Pages1280-1284",,63,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Comparative population ecology of Peromyscus leucopus and Peromyscus maniculatusAuthor(s)Wolff, Jerry O.Pages1548-1555YearTuesday, January 1, 1985 - 12:00Volume63",,15.9,,Male,Adult,85,"Mountain Lake Biological Station, Giles County [lat., 37^010'N; long., 80^o30' W]",Exposure Factor Datasets,,,23,Body Weight - Mean,g,,0.21 SE,,,Comparative population ecology of Peromyscus leucopus and Peromyscus maniculatus,"Wolff, Jerry O.Pages1548-1555",,63,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:The skin and respiratory water losses of Peromyscus maniculatus sonoriensisAuthor(s)Chew, Robert M.Pages463-467YearSaturday, January 1, 1955 - 12:00Issue3Volume36",,4.38,average daily water intake (2.65 ml drunk + 0.56 ml free H2O in food + 1.17 ml H2O of oxidation),Not Reported,Adult,11/group; 5 groups,"Mice trapped near  Palmdale, Los Angeles County, CA",Exposure Factor Datasets,,,23,Water Ingestion Rate,ml/d,,,,Laboratory,The skin and respiratory water losses of Peromyscus maniculatus sonoriensis,"Chew, Robert M.Pages463-467",3,36,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Reproduction in the Audubon cottontail in ArizonaAuthor(s)Sowls, Lyle K.Pages234-243YearTuesday, January 1, 1957 - 12:00Issue2Volume38",,860,,Female,Adult,40,southern portion of state,Exposure Factor Datasets,,,23,Body Weight - Mean,g,non-pregnant,,,,Reproduction in the Audubon cottontail in Arizona,"Sowls, Lyle K.Pages234-243",2,38,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Onset of the breeding season and size of first litters in two species of cottontails from southwestern TexasAuthor(s)Chapman, Joseph A. and Raymond P. Morgan IIPages277-280YearTuesday, January 1, 1974 - 12:00Volume19",,2.6,,Female,Adult,10,Big Lake,Exposure Factor Datasets,,,23,Clutch or Litter Size,young/litter,,,,,Onset of the breeding season and size of first litters in two species of cottontails from southwestern Texas,"Chapman, Joseph A., Raymond P. Morgan IIPages277-280",,19,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Organ weights and sexual dimorphism of the brush rabbitAuthor(s)Chapman, Joseph A.Pages453-455YearFriday, January 1, 1971 - 12:00Volume52",,661.47,,Female,Adult,38,"E.E. Wilson Game Management Area, Corvallis",Exposure Factor Datasets,,,23,Body Weight - Mean,g,,66.73 SD,,,Organ weights and sexual dimorphism of the brush rabbit,"Chapman, Joseph A.Pages453-455",,52,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Age, sex, and weight comparisons in three species of shrewsAuthor(s)Rudd, Robert L.Pages323-338YearSaturday, January 1, 1955 - 12:00Volume36",,,range of mean monthly weights,Both Male and Female,Juvenile,1-7/mo,San Francisco Bay region,Exposure Factor Datasets,,,23,Body Weight - Mean,g,,,,,"Age, sex, and weight comparisons in three species of shrews","Rudd, Robert L.Pages323-338",,36,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Antrozous pallidusAuthor(s)Hermanson, John W. and Thomas J. O'SheaPages1-8YearSaturday, January 1, 1983 - 12:00Volume213",,Review,,Both Male and Female,Not Reported,Not Reported,,Exposure Factor Datasets,,,23,Time of Hatching or Parturition,,,,,,Antrozous pallidus,"Hermanson, John W., Thomas J. O'SheaPages1-8",,213,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Seasonal cycles of pallid bats (Antrozous pallidus):  proximate factorsAuthor(s)Beasley, L.J.Pages115-123YearTuesday, January 1, 1985 - 12:00Volume23-24",,,"range of mean monthly rates of ingestion of mealworm diet, measured over three years",Male,Adult,Not Reported,,Exposure Factor Datasets,,,23,Food Ingestion Rate,g/mo,,,,Laboratory,Seasonal cycles of pallid bats (Antrozous pallidus):  proximate factors,"Beasley, L.J.Pages115-123",,23,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Natural history of the pallid bat, Antrozous pallidus (LeConte)Author(s)Orr, Robert T.Pages165-246YearFriday, January 1, 1954 - 12:00Issue4Volume28",,24.3,,Female,Adult,15,,Exposure Factor Datasets,"Kern, San Luis Obispo",,23,Body Weight - Mean,g,ovulating,,,,"Natural history of the pallid bat, Antrozous pallidus (LeConte)","Orr, Robert T.Pages165-246",4,28,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Evaporative water losses of the pallid batAuthor(s)Chew, Robert M. and Harold E. WhitePages452-58YearFriday, January 1, 1960 - 12:00Issue4Volume41",,0.47,estimated oxygen consumption of resting animals at 25 C,Not Reported,Adult,Not Reported,,Exposure Factor Datasets,,,23,Metabolic Rate,ml O2/g BW/hr,,,,Laboratory,Evaporative water losses of the pallid bat,"Chew, Robert M., Harold E. WhitePages452-58",4,41,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Canis latransAuthor(s)Bekoff, MarcPages1-9YearSaturday, January 1, 1977 - 12:00Volume79",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,,23,Population Density,,,,,,Canis latrans,"Bekoff, MarcPages1-9",,79,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Metabolism and body temperature of two desert canids: Coyotes and kit foxesAuthor(s)Golightly, Richard T. and Robert D. OhmartPages624 - 635YearSaturday, January 1, 1983 - 12:00Volume64",,0.0015,basal metabolic rate at 22-26C estimated via oxygen consumption,Both Male and Female,Not Reported,3,"captured in Maricopa County, AZ",Exposure Factor Datasets,,,23,Metabolic Rate,watts/g,,,,Laboratory,Metabolism and body temperature of two desert canids: Coyotes and kit foxes,"Golightly, Richard T., Robert D. OhmartPages624 - 635",,64,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Coyote movements, habitat use, and food habits in southwestern OklahomaAuthor(s)Litvaitis, John A. and James H. ShawPages62-68YearTuesday, January 1, 1980 - 12:00Volume44",,rodents (53%); fruits and seeds (32%); deer (20%); insects (19%); avian (19%); lagomorphs (11%); armadillo (9%); cattle (6%); reptile (4%),overall % occurrence in scats,Both Male and Female,Both Adults and Juveniles,361 scats,Wichita Mountains National Wildlife Refuge,Exposure Factor Datasets,,,23,Dietary Composition,%,,,,,"Coyote movements, habitat use, and food habits in southwestern Oklahoma","Litvaitis, John A., James H. ShawPages62-68",,44,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Summer foods of coyotes at Rocky Flats, ColoradoAuthor(s)Ribic, Christine A.Pages152-153YearSunday, January 1, 1978 - 12:00Volume23",,grass species (78%); meadow vole (73%); northern pocket gopher (43%); insects (40%); passerines (30%); lagomorphs (24%); cricetid mice (19%); mule deer (13%),% occurrence of food items in scats,Not Reported,Not Reported,54,"Rocky Flats Nuclear Weapons Plant, Denver",Exposure Factor Datasets,,,23,Dietary Composition,%,,,,,"Summer foods of coyotes at Rocky Flats, Colorado","Ribic, Christine A.Pages152-153",,23,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Body size and condition of coyotes in southern TexasAuthor(s)Windberg, Lamar A., Richard M. Engeman and Jeffrey F. BromaghinPages47 - 52YearTuesday, January 1, 1991 - 12:00Volume27",,,range of means for two yearling age groups,Female,Juvenile,22 - 32,"Webb County [lat., 27^o20'-28^o00N; long., 99^o00'-99^o40'W]",Exposure Factor Datasets,,,23,Body Weight - Mean,kg,,,1.5  - 2.0 yrs,,Body size and condition of coyotes in southern Texas,"Windberg, Lamar A., Richard M. Engeman, Jeffrey F. BromaghinPages47 - 52",,27,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Evaluation of several indices for assessment of coyote (Canis latrans) body compositionAuthor(s)Huot, Jean, Marie-Lazarine Poulle and Michel CretePages1620-1624YearSunday, January 1, 1995 - 12:00Volume73",,12.08,body fat content,Both Male and Female,Both Adults and Juveniles,22,Quebec,Exposure Factor Datasets,,CANADA,23,Body Fat (total or %),%,,7.36 SD,,,Evaluation of several indices for assessment of coyote (Canis latrans) body composition,"Huot, Jean, Marie-Lazarine Poulle, Michel CretePages1620-1624",,73,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Ecology of coyotes in northern MinnesotaAuthor(s)Berg, William E. and Robert A. ChesnessPages229-247PublisherAcademic PressYearSunday, January 1, 1978 - 12:00",,16,,Female,Adult,25,Aitkin and Itasca counties,Exposure Factor Datasets,,,23,Home Range,km2,,,,,Ecology of coyotes in northern Minnesota,"Berg, William E., Robert A. ChesnessPages229-247PublisherAcademic Press",,,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Behavioral ecology of coyotes on the National Elk Refuge, Jackson, WyomingAuthor(s)Camenzind, Franz J.Pages267-296PublisherAcademic PressYearSunday, January 1, 1978 - 12:00",,1.37,post-whelping population density,Not Reported,Both Adults and Juveniles,Not Reported,"National Elk Refuge, Jackson Hole",Exposure Factor Datasets,,,23,Population Density,#/km2,,,,,"Behavioral ecology of coyotes on the National Elk Refuge, Jackson, Wyoming","Camenzind, Franz J.Pages267-296PublisherAcademic Press",,,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Home range and habitat use of coyotes in a farm region of VermontAuthor(s)Person, David K. and David H. HirthPages433-441YearTuesday, January 1, 1991 - 12:00Volume55",,18.7,,Male,Adult,7,Champlain Valley,Exposure Factor Datasets,,,23,Home Range,km2,,4.6 SE,,,Home range and habitat use of coyotes in a farm region of Vermont,"Person, David K., David H. HirthPages433-441",,55,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Food and population characteristics of Iowa coyotesAuthor(s)Mathwig, Herbert J.Pages167-189YearMonday, January 1, 1973 - 12:00Volume47",,plant foods (29.2%); rabbits (27.6%); mice and rats (24.6%); livestock (7.4%),% volume of principal foods in scats,Both Male and Female,Not Reported,147,,Exposure Factor Datasets,,,23,Dietary Composition,%,,,,,Food and population characteristics of Iowa coyotes,"Mathwig, Herbert J.Pages167-189",,47,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Water economy of two desert canids: Coyote and kit foxAuthor(s)Golightly, Richard T. and Robert D. OhmartPages51-58YearSunday, January 1, 1984 - 12:00Issue1Volume65",,115,"estimated daily food intake based on a desert kangaroo diet (7.38 kJ/g wet wt) and calculated daily energy requirements (see Golightly, 1981)",Both Male and Female,Adult,Not Reported,,Exposure Factor Datasets,,,23,Food Ingestion Rate,g/d,,,,Laboratory,Water economy of two desert canids: Coyote and kit fox,"Golightly, Richard T., Robert D. OhmartPages51-58",1,65,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Growth and behavior of a litter of captive long-tailed weaselsAuthor(s)Sanderson, Glen C.Pages412-415YearSaturday, January 1, 1949 - 12:00Volume30",,178.6,,Female,Adult,1,"captured at Delta, Manitoba, Canada",Exposure Factor Datasets,,,23,Body Weight - Mean,g,,,,Laboratory,Growth and behavior of a litter of captive long-tailed weasels,"Sanderson, Glen C.Pages412-415",,30,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Metabolism of weasels: The cost of being long and thinAuthor(s)Brown, James H. and Robert C. LasiewskiPages939-943YearSaturday, January 1, 1972 - 12:00Volume53",,1.36,"standard metabolic rate at 32C, determined from oxygen consumption",Male,Adult,4,"captured in White Pine County, NV",Exposure Factor Datasets,,,23,Metabolic Rate,kcal/hr,,0.2,,Laboratory,Metabolism of weasels: The cost of being long and thin,"Brown, James H., Robert C. LasiewskiPages939-943",,53,,
Mammals,https://ecotox.oehha.ca.gov/species/mammals?page=21,0,0,,"Author(s)Flake, Lester D.",1973,"Citation:Care, management, and biology of captive striped skunks (Mephitis mephitis)Author(s)Wade-Smith Julia and Milo E. RichmondPages575-584YearWednesday, January 1, 1975 - 12:00Issue5Volume25",,3.83,,Female,Juvenile,29 females,,Exposure Factor Datasets,,,23,Clutch or Litter Size,pups/litter,,1.97 SD,,Laboratory,"Care, management, and biology of captive striped skunks (Mephitis mephitis)","Wade-Smith Julia, Milo E. RichmondPages575-584",5,25,,
